record_num,pmid,title,year,include?,notes
305,CN-02700258,Tryptophan metabolites as predictive biomarkers for dietary therapy outcomes in paediatric Crohn's disease,2024,N,niacin not NMN/NR
308,CN-01787706,Circulating tumor DNA to predict timing of relapse in mantle cell lymphoma,2018,N,no RCT
311,CN-02757744,Nicotinamide Riboside Oral Supplementation in Macula Off Retinal Detachment,2024,N,
312,CN-02229168,Response to discontinuation of long-term nucleos(t)ide analogue treatment in HBeAg negative patients: results of the Stop-NUC trial,2020,N,case report
313,CN-01123982,Is the enteral replacement of externally drained pancreatic juice valuable after pancreatoduodenectomy?,2014,N,
314,CN-00045218,Double-blind crossover study of ranitidine and placebo in gastro-oesophageal reflux disease,1986,N,NAM not NMN
315,CN-00963495,The endometrial receptivity array for diagnosis and personalized embryo transfer as a treatment for patients with repeated implantation failure,2013,N,NAM not NMN
316,CN-01446857,Cardiac Function Improvement and Bone Marrow Response -: outcome Analysis of the Randomized PERFECT Phase III Clinical Trial of Intramyocardial CD133+ Application After Myocardial Infarction,2017,N,animal
318,CN-02709006,Additional copies of 1q negatively impact the outcome of multiple myeloma patients and induce transcriptomic deregulation in malignant plasma cells,2024,N,
319,CN-00784963,Deposition of aerosols delivered by nasal route with jet and mesh nebulizers,2011,N,
320,CN-00731974,beta-Tubulin-II expression strongly predicts outcome in patients receiving induction chemotherapy for locally advanced squamous carcinoma of the head and neck: a companion analysis of the TAX 324 trial,2009,N,in vitro
321,CN-02160177,Noninvasive Characterization of Tumor Angiogenesis and Oxygenation in Bevacizumab-treated Recurrent Glioblastoma by Using Dynamic Susceptibility MRI: secondary Analysis of the European Organization for Research and Treatment of Cancer 26101 Trial,2020,N,commentary
322,CN-02579008,Efficacy of early PET-CT directed switch to carboplatin and paclitaxel based definitive chemoradiotherapy in patients with oesophageal cancer who have a poor early response to induction cisplatin and capecitabine in the UK: a multi-centre randomised controlled phase II trial,2023,N,
323,CN-01335168,"The combination of pixantrone, etoposide, bendamustine and, in CD20+ tumors, rituximab (PREBEN) shows promising feasibility/efficacy in heavily pre-treated aggressive lymphomas of B-and T-cell phenotype-results of the pre-trial experience leading to a nordic phase 1/2 study (the PREBEN trial)",2016,N,
324,CN-02593634,"A 52-Week Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Ixekizumab (LY2439821) in bDMARD Naive Patients with Nonradiographic Axial Spondyloarthritis (I1F-MC-RHBX)",2016,N,
325,CN-02883577,Physiological Responses to High-Intensity Interval Exercise in Hypoxia Among Lean Males and Those With Overweight or Obesity,2025,N,
327,CN-02625434,Clinical Improvements In Patients With Cushing's Disease Treated With Osilodrostat According To Urinary And Late-night Salivary Cortisol Levels: pooled Analysis From LINC 3 And LINC 4,2023,N,
328,CN-02664790,Randomized Phase 3 Study of Pomalidomide Cyclophosphamide Dexamethasone (PCD) Versus Pomalidomide Dexamethasone (PD) in Relapse or Refractory Myeloma: an Asian Myeloma Network (AMN) Study,2023,N,protocol only
329,CN-01945612,Effects of training with flow restriction on the exercise pressor reflex,2018,N,review article
330,CN-02623991,Hemodynamic Predictors of Blood Pressure Responsiveness to Continuous Aerobic Training in Postmenopausal Hypertensive Women,2023,N,NAM not NMN
332,CN-01208367,Effect of Acute Dietary Nitrate Consumption on Oxygen Consumption During Submaximal Exercise in Hypobaric Hypoxia,2016,N,no RCT
334,CN-00859614,Clinical outcome of treatment with a combined regimen of decitabine and aclacinomycin/cytarabine for patients with refractory acute myeloid leukemia,2012,N,poster abstract only
336,CN-01750565,Intra-arterial infusion of 5-fluorouracil plus granulocyte-macrophage colony-stimulating factor (GM-CSF) and chemoembolization with melphalan in the treatment of disseminated colorectal liver metastases,2001,N,
338,CN-02010526,Outcome prediction of metastatic colorectal cancer patients undergoing liver resection by analyzing serum metabolomics,2019,N,niacin not NMN/NR
339,CN-01771082,"Antidiabetic efficacy of lactoferrin in type 2 diabetic pediatrics; Controlling impact on PPAR-γ, SIRT-1, and TLR4 downstream signaling pathway",2018,N,commentary
340,CN-01761366,The postexercise pressor reflex is influenced by pedal frequency during low intensity ergometry in normotensive healthy adults,2017,N,
341,CN-00990086,Abstract P5-01-07: oxyhemoglobin Flare after the First Day of Neoadjuvant Breast Cancer Chemotherapy Predicts Overall Response,2010,N,commentary
342,CN-02140947,Improvement in inner retinal function in glaucoma with nicotinamide (vitamin B3) supplementation: a crossover randomized clinical trial,2020,N,
345,CN-02355514,Loxenatide Plus LNG-IUS in Endometrial Atypical Hyperplasia,2021,N,case report
346,CN-01654555,"In a placebo-controlled 36-week phase 2 trial, treatment with MGL-3196 compared to placebo results in significant reductions in hepatic fat (MRI-PDFF), liver enzymes, fibrosis biomarkers, atherogenic lipids, and improvement in NASH on serial liver biopsy",2018,N,wrong population
347,CN-02364668,Ertugliflozin to reduce arrhythmic burden in ICD/CRT patients (ERASe-trial) - A phase III study,2022,N,animal
348,CN-02599439,Benefit of metformin for weight control and related parameters in obese patients of schizophrenia,2023,N,
350,CN-02139063,"Dietary nitrate improves skeletal muscle microvascular oxygenation in HIV-infected patients receiving highly active antiretroviral therapy: a randomised, double-blind, cross-over, placebo-controlled study",2020,N,niacin not NMN/NR
351,CN-01373569,A phase II trial of arsenic trioxide and temozolomide in combination with radiation therapy for patients with malignant gliomas,2017,N,
352,CN-02839810,"Retrospective analysis of HAIP therapy in metastatic colorectal cancer: efficacy, safety, and prognostic factors",2025,N,
354,CN-02839471,First-Line Lorlatinib Versus Crizotinib in Asian Patients With Advanced ALK-Positive NSCLC: five-Year Outcomes From the CROWN Study,2025,N,duplicate
355,CN-00222623,Short and long-term effects of interferon on serum markers of hepatitis C virus replication,1993,N,
356,CN-02296668,"Single dose escalation studies with inhaled POL6014, a potent novel selective reversible inhibitor of human neutrophil elastase, in healthy volunteers and subjects with cystic fibrosis",2020,N,no placebo
358,CN-00521232,Effect of long-term postoperative interferon therapy on intrahepatic recurrence and survival rate after resection of hepatitis C virus-related hepatocellular carcinoma,2005,N,niacin not NMN/NR
359,CN-00523034,Effect of interferon on incidence of hepatocellular carcinoma in patients with chronic hepatitis C,2005,N,
360,CN-02891009,High-intensity resistance and impact training for patients with hormone-sensitive prostate cancer and bone metastases-study protocol of a randomized clinical trial,2025,N,
361,CN-02552503,Is Alcohol an independent risk factor for Oro-Pharyngeal and Pulmonary Carcinogenesis - An Acetaldehyde concentrations based Double Blinded Randomized Control Trial,2013,N,
362,CN-02660799,Continued Treatment of Early Nonresponders or Partial Virologic Responders with Bulevirtide Monotherapy in Patients With Chronic Hepatitis Delta Through Week 96 Leads to Improvement in Virologic and Biochemical Responses,2023,N,
363,CN-02736209,SOGUG-Vexillum: phase II non-randomized clinical trial of nivolumab/ipilimumab maintenance following first-line chemotherapy in unresectable locally advanced or metastatic urothelial cancer,2024,N,
364,CN-01468213,Changes in c-reactive protein and lipid levels in patients with rheumatoid arthritis treated with ABT-494 a selective JAK-1 inhibitor,2017,N,commentary
365,CN-01030183,"Abiraterone acetate (AA) in chemotherapy-naive patients with metastatic castration-resistant prostate cancer (MCRPC): results of interim analysis (IA) of COU-AA-302, a randomized phase 3 study",2012,N,
366,CN-02894674,"Resmetirom treatment of a subgroup of patients with possible MetALD enrolled in MAESTRO-NASH, a phase 3 NASH/MASH serial liver biopsy study",2024,N,no RCT
367,CN-02397175,The Effect of Menopause Status on the Skeletal Muscle Metaboreflex,2020,N,review article
368,CN-02662805,CONTINUED TREATMENT OF EARLY VIROLOGIC NONRESPONDER OR PARTIAL RESPONDERS WITH BULEVIRTIDE MONOTHERAPY FOR CHRONIC HEPATITIS D LEADS TO IMPROVEMENT IN VIROLOGIC AND BIOCHEMICAL RESPONSES: RESULTS FROM AN INTEGRATED ANALYSIS AT WEEK 96,2023,N,
369,CN-02792440,Assessment of Resmetirom Efficacy (80 mg vs 100 mg) Stratified by Baseline Body Mass Index and Weight in Patients From the MAESTRO-NASH Trial,2024,N,
370,CN-00458829,Nasal versus bronchial and nasal response to oral aspirin challenge: clinical and biochemical differences between patients with aspirin-induced asthma/rhinitis,2003,N,animal
371,CN-02677892,IMPROVEMENTS OF EFFICACY AND SAFETY PROFILES OF TENOFOVIR AMIBUFENAMIDE IN CHRONIC HEPATITIS B PATIENTS WITH MAINTAINED VIROLOGICAL RESPONSE OR LOW-LEVEL VIREMIA,2024,N,
372,CN-00119067,Serum levels of soluble interleukin-2 receptor in chronic hepatitis C treated with interferon-alpha,1995,N,in vitro
373,CN-00881289,Effects of low-intensity resistance exercise under acute systemic hypoxia on hormonal responses,2012,N,no metabolic outcomes
374,CN-01028683,Adiponectin (ADP) &amp; ADP oligomers are differentially modulated by treatment response in episodic migraineurs,2012,N,wrong population
376,CN-02209638,Liraglutide Plus Megestrol Acetate in Endometrial Atypical Hyperplasia,2020,N,case report
377,CN-01801102,A placebo-controlled study assessing the tolerability and plasma concentrations of ascending doses of fasitibant in patients with osteoarthritis of the knee,2012,N,in vitro
378,CN-01399021,"Treatment of primary adult chronic immune thrombocytopenia (cITP) with Fostamatinib, an oral syk inhibitor: results of two randomized, placebo-controlled phase 3 studies",2017,N,in vitro
379,CN-02772113,Development and Validation of a Scoring System to Predict Response to Obeticholic Acid in Primary Biliary Cholangitis,2024,N,
380,CN-01362779,Long-term follow-up of the next generation PI3K-delta inhibitor TGR-1202 demonstrates safety and high response rates in CLL: integrated-analysis of TGR-1202 monotherapy and combined with ublituximab,2016,N,
381,CN-02920502,"Enlonstobart (SG001) plus platinum-based chemotherapy ± bevacizumab for first-line treatment of PD-L1 positive recurrent/metastatic cervical cancer: safety run-in results of phase III randomized, double-blind, placebo-controlled study",2025,N,
382,CN-00162749,Effects of phentolamine on tissue perfusion in pediatric cardiac surgery,1999,N,
383,CN-01567637,NAD Therapy for Improving Memory and Brain Blood Flow in Older Adults With Mild Cognitive Impairment,2018,N,
384,CN-01162653,Baseline mri and CRP as predictors of response to etanercept in the management of patients with non-radiographic axial spondyloarthritis (nr-axspa),2015,N,commentary
385,CN-02425042,The Effect of NAD Supplementation on Brain Vascular Health in Aging,2022,N,protocol only
386,CN-02304716,The Effect of Etanercept in Nonradiographic Axial Spondyloarthritis by Stratified C-Reactive Protein Levels,2021,N,in vitro
387,CN-02090903,Stroke in Young Adults Outdoor Rehabilitation,2020,N,
388,CN-02721237,UNLOAD-HF Randomised Controlled Trial for Left Ventricular Unloading in Acute Heart Failure,2024,N,
389,CN-01729591,A single determination of C-reactive protein does not suffice to declare a patient with a diagnosis of axial SPA “CRP-negative”,2016,N,
390,CN-02665238,Olverembatinib (HQP1351) Demonstrates Efficacy Vs. Best Available Therapy (BAT) in Patients (Pts) with Tyrosine Kinase Inhibitor (TKI)-Resistant Chronic Myeloid Leukemia Chronic-Phase (CML-CP) in a Registrational Randomized Phase 2 Study,2023,N,duplicate
391,CN-01713548,Efficacy of golimumab for nonradiographic axial spondyloarthritis: subgroup analysis by baseline MRI and c-reactive protein status,2016,N,animal
392,CN-01832100,Nitrogen balance after prosthetic rehabilitation of complete edentulous patients with fixed prosthesis or implant retained overdenture,2012,N,
393,CN-02215259,Gefitinib plus vinorelbine in advanced non-small cell lung cancer (NSCLC) harboring mutations of the epidermal growth factor receptor (EGFR),2019,N,
395,CN-00160012,Effectiveness of rest pauses and cooling in alleviation of heat stress during simulated fire-fighting activity,1999,N,
396,CN-02946633,Effect of dietary nitrate intake on fatigue resistance following ischemia-induced microvascular dysfunction in males and females,2025,N,niacin not NMN/NR
397,CN-00092461,Anaerobic power responses to amino acid nutritional supplementation,1991,N,
398,CN-02545200,Certolizumab pegol response in patients with non-radiographic axial spondyloarthritis by baseline C-reactive protein cut-offs: phase 3 multicenter study post-hoc analysis,2023,N,
399,CN-02257963,Certolizumab Pegol Efficacy in Patients with Non-Radiographic Axial Spondyloarthritis Stratified by Baseline MRI and C-Reactive Protein Status,2020,N,niacin not NMN/NR
401,CN-01763187,Role of baseline c-reactive protein in response to infliximab plus naproxen vs naproxen alone in patients with axial spondyloarthritis,2013,N,no metabolic outcomes
402,CN-01141716,"Treatment of antipsychotic-associated obesity with a GLP-1 receptor agonist--protocol for an investigator-initiated prospective, randomised, placebo-controlled, double-blinded intervention study: the TAO study protocol",2014,N,
403,CN-02406815,Association of C-reactive Protein and Partial Mayo Score With Response to Tofacitinib Induction Therapy: results From the Ulcerative Colitis Clinical Program,2023,N,
404,CN-02415004,Certolizumab Pegol Efficacy in Patients With Non-Radiographic Axial Spondyloarthritis Stratified by Baseline MRI and C-Reactive Protein Status: an Analysis From the C-axSpAnd Study,2022,N,no placebo
405,CN-02916057,Updated duration of response for patients receiving dostarlimab plus carboplatin-paclitaxel treatment compared with patients receiving placebo plus carboplatin-paclitaxel in the ENGOT-EN6-NSGO/GOG-3031/RUBY trial,2025,N,protocol only
406,CN-02460376,LONG-TERM CLINICAL OUTCOMES of CERTOLIZUMAB PEGOL TREATMENT in PATIENTS with ACTIVE NON-RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS STRATIFIED by BASELINE MRI and C-REACTIVE PROTEIN STATUS,2022,N,
407,CN-02384852,Response to certolizumab pegol in patients with non-radiographic axial spondyloarthritis by baseline C-reactive protein cut-offs: post-hoc analysis from a phase 3 multicenter study,2021,N,
408,CN-01725401,Sustained efficacy of adalimumab in patients with non-radiographic axial spondyloarthritis with positive MRI of the sacroiliac joints or spine or elevated C-reactive protein at baseline,2013,N,duplicate
410,CN-02259711,Response to certolizumab pegol in patients with non-radiographic axial spondyloarthritis by baseline C-reactive protein cut-offs: post-hoc analysis from C-axSpAnd,2020,N,
411,CN-02731014,Trial of efficacy and safety of MC0518 versus best available therapy in patients with steroid-refractory acute graft versus host disease,2023,N,no placebo
412,CN-02176744,Immune alterations in a window of opportunity for durvalumab (MEDI4736) plus metformin trial in squamous cell carcinoma of the head and neck (SCCHN),2020,N,
414,CN-02687578,Fecal Transplantation in Patients Colonic Diverticulitis,2023,N,
415,CN-02876479,A high-protein diet with and without strength training shows no negative effects on oxidative stress markers in older adults,2025,N,
416,CN-02276395,Outcomes in 36 patients with stage IIIA-N2 squamous cell carcinoma of the lung treated with nab-paclitaxel plus carboplatin as neoadjuvant therapy: a prospective study from a single center,2021,N,no metabolic outcomes
417,CN-02918076,Modified Mediterranean diet effects on Parkinson's disease (MED-PARK): a single-centre randomised controlled trial protocol,2025,N,review article
418,CN-02666073,"Treatment outcomes by stratifying the N-acetyl transferase 2 phenotype in pre-treated patients with advanced refractory biliary tract cancer treated with nanvuranlat, an L-type amino acid transporter inhibitor: an ad-hoc analysis of a randomized, double-blind, placebo-controlled phase 2 study",2024,N,in vitro
419,CN-02203482,"Efficacy of ixekizumab on disease activity and quality of life in patients with active non-radiographic axial spondyloarthritis and objective signs of inflammation, stratified by baseline CRP/sacroiliac joint MRI status",2020,N,
420,CN-02181413,The NO-ALS Study: a Trial of Nicotinamide/Pterostilbene Supplement in ALS,2020,N,
421,CN-02527433,"Comparing nicotinamide ribose with vitamin E to improve fertility in elderly women: a single-center, randomized, parallel trial",2022,N,NAD but not NMN/NR specifically
422,CN-01373610,A phase Ib study of sorafenib (BAY 43-9006) in patients with Kaposi sarcoma,2017,N,review article
423,CN-02517418,Efficacy and safety of bimekizumab in axial spondyloarthritis: results of two parallel phase 3 randomised controlled trials,2023,N,
424,CN-01884293,Evaluating the effects of oligopin supplementation on the turnover of bone formation and antioxidant changes in postmenopausal osteopenic women,2017,N,
425,CN-01899847,To evluate the safety profile of NR-INF-02,2018,N,duplicate
426,CN-01977361,The importance of oral trifluridine/tipiracil (TAS- 102) chemotherapy for the treatment of patients with metastatic colorectal cancer,2019,N,review article
427,CN-02017904,"Cholecalciferol Supplementation, Muscle Strength",2008,N,
428,CN-01598764,Use of 31P MRS to Assess Brain NAD+ in Healthy Collegiate Athletes,2016,N,case report
429,CN-02523400,Effect of caffeine and citrulline malate on resistance exercise and jumping performance: a randomized double-blind placebo-controlled crossover study,2023,N,poster abstract only
430,CN-02215388,Ruxolitinib use in graft versus host disease in pediatric hematopoietic stem cell transplant patients. Two centres experience,2019,N,review article
431,CN-02657533,TREATMENT WITH UPADACITINIB RESULTS IN THE INHIBITION OF A BROAD RANGE OF POTENTIALLY PATHOGENIC PATHWAYS IN NR-AXSPA AND BDMARD-IR AS PATIENTS: PROTEOMIC ANALYSIS FROM THE SELECT-AXIS 2 PHASE 3 STUDIES,2023,N,animal
432,CN-01047766,"Efficacy and safety of faldaprevir, deleobuvir, and ribavirin in treatment-naive patients with chronic hepatitis C virus infection and advanced liver fibrosis or cirrhosis",2015,N,in vitro
433,CN-01295643,KEYNOTE-025: phase 1b study of pembrolizumab (pembro) in Japanese patients (pts) with previously treated PD-L1+ non-small cell lung cancer (NSCLC),2016,N,
437,CN-02933296,POSITRON EMISSION TOMOGRAPHY with COMPUTED TOMOGRAPHY and MINIMAL RESIDUAL DISEASE for EFFICACY ASSESSMENT in TRANSPLANT-INELIGIBLE NEWLY DIAGNOSED MYELOMA PATIENTS: IMROZ ANALYSIS,2025,N,case report
438,CN-02891680,Positron emission tomography with computed tomography (PET/CT) and minimal residual disease (MRD) for efficacy assessment in transplant-ineligible newly diagnosed myeloma (Ti NDMM) patients (pts): IMROZ analysis,2025,N,
439,CN-01396085,Non-radiographic axial spondyloarthritis patients without initial evidence of inflammation may develop objective inflammation over time,2017,N,
440,CN-02748712,Alliance A091902: a multicenter randomized phase II trial of paclitaxel (P) with or without nivolumab (N) in patients (pts) with advanced angiosarcoma (AS),2024,N,review article
441,CN-02613393,Bimekizumab treatment in patients with active axial spondyloarthritis: 52-week efficacy and safety from the randomised parallel phase 3 BE MOBILE 1 and BE MOBILE 2 studies,2024,N,no RCT
442,CN-02258703,"Addition of brentuximab vedotin to gemcitabine in relapsed or refractory T-cell lymphoma: results of a lysa multicenter, phase II study. “the TOTAL Trial”",2020,N,no placebo
443,CN-01049935,Clinically active non-radiographic axial spondyloarthritis patients who initially have a negative MRI and normal CRP may develop a positive MRI or elevated CRP at a later timepoint,2014,N,duplicate
444,CN-01162836,Baseline MRI/CRP as predictors of response to etanercept in the management of patients with non-radiographic axial spondyloarthritis,2015,N,poster abstract only
446,CN-00916023,"Effect of NR-Salacia on post-prandial hyperglycemia: a randomized double blind, placebo-controlled, crossover study in healthy volunteers",2013,N,protocol only
447,CN-01763371,Chronic hepatitis C: the viral load per liver cell before treatment as a new marker to predict long-term response to IFN-alpha therapy,1997,N,protocol only
448,CN-02912600,Improvement in liver histology is observed in most patients with chronic hepatitis delta after 48 weeks of bulevirtide monotherapy,2025,N,
449,CN-02630157,Lenalidomide-Rituximab or Lenalidomide-Rituximab-Bendamustine in Patients with Relapsed/Refractory Follicular Lymphoma: priimary Analysis of the Randomized Phase II HOVON110/Rebel Trial,2022,N,case report
450,CN-02946094,Bimekizumab maintained stringent clinical responses through week 52 in patients with axial spondyloarthritis: results from the phase 3 studies BE MOBILE 1 and BE MOBILE 2 (update),2024,N,
451,CN-00221348,Earlier loss of hepatitis C virus RNA in interferon therapy can predict a long-term response in chronic hepatitis C,1997,N,in vitro
452,CN-01303119,"Initial results of a phase 2 study of guadecitabine (SGI-110), a novel subcutaneous (sc) Hypomethylating agent, for patients with previously untreated intermediate-2 or high risk myelodysplastic syndromes (MDS) or chronic myelomonocytic leukemia (CMML)",2016,N,
453,CN-02752189,Evaluation of Beta NMN pills in slowing the aging process in patients with heart disease,2024,N,no metabolic outcomes
454,CN-02901211,Improvement in liver histology is observed in most patients with chronic hepatitis delta after 48weeks of bulevirtide monotherapy,2024,N,in vitro
455,CN-01647528,Efficacy and safety of continuing versus withdrawing adalimumab (ADA) in maintaining remission in patients with non-radiographic axial spondyloarthritis (Nr-AXSPA),2018,N,
456,CN-01647440,Predictors of remission maintenance and successful therapy discontinuation in patients with non-radiographic axial spondyloarthritis (NR-AXSPA) who achieved sustained remission on open-label adalimumab (ADA) treatment,2018,N,
458,CN-02798842,"Antileukemic Activity and Tolerability of ASP2215 80mg and Greater in FLT3 Mutation-Positive Subjects with Relapsed or Refractory Acute Myeloid Leukemia: results from a Phase 1/2, Open-Label, Dose-Escalation/Dose-Response Study",2015,N,
459,CN-00220554,Three-year follow-up of chronic hepatitis C patients treated with ribavirin plus interferon-alpha combination therapy: evidence for long-term efficacy and safety,1996,N,
460,CN-02303661,Normalization of high sensitivity crp versus clinical response to ixekizumab at week 16 in patients with radiographic &amp; non-radiographic axial spondyloarthritis: results from the coast studies,2021,N,commentary
461,CN-00873306,"Open-label, ascending dose, prospective cohort study evaluating the antiviral efficacy of Rosuvastatin therapy in serum and lipid fractions in patients with chronic hepatitis C",2011,N,
462,CN-02890288,EFFICACY AND SAFETY AT 96 WEEKS OF BULEVIRTIDE 2MG OR 10 MG MONOTHERAPY FOR CHRONIC HEPATITIS D (CHD): RESULTS FROM AN INTERIM ANALYSIS OF A PHASE 3 RANDOMIZED STUDY,2024,N,
463,CN-02604356,Blood NAD levels in healthy aging subjects,2023,N,
464,CN-02841872,Combining interleukin 6 and EBV DNA levels predicts survival outcomes for patients with recurrent or metastatic nasopharyngeal carcinoma receiving chemoimmunotherapy,2025,N,
465,CN-02394750,"Pembrolizumab versus chemotherapy for microsatellite instability-high or mismatch repair-deficient metastatic colorectal cancer (KEYNOTE-177): final analysis of a randomised, open-label, phase 3 study",2022,N,
466,CN-02655243,The Impact of Nociception Monitor-Guided Multimodal General Anesthesia on Postoperative Outcomes in Patients Undergoing Laparoscopic Bowel Surgery: a Randomized Controlled Trial,2024,N,
468,CN-00220639,A randomised controlled trial of leukocyte IFN-alpha+ribavirin in HCV chronic hepatitis relapsing patients,1996,N,case report
469,CN-00653255,Response-guided therapy in a prospective trial of peginterferon alfa-2a (40KD)/ribavirin treatment in patients with genotypes 1 or 4,2007,N,wrong population
470,CN-01527929,A Controlled Trial of Extended Brief Interventions in Alcohol Dependent Patients,2010,N,
472,CN-01908055,A long-term extension study to investigate the safety and effectiveness of Tildrakizumab in patients with Psoriatic Arthritis and Ankylosing Spondylitis or Non-Radiographic Axial Spondyloarthritis who have previously completed other studies with Tildrakizumab,2018,N,no metabolic outcomes
473,CN-00271157,"Multicenter, placebo-controlled, double-blind trial of interferon alpha-2b plus ribavirin vs interferon alone for retreatment of non-responders and relapsers with chronic hepatitis c who have failed previous treatment with interferon: a 48 week review",1999,N,niacin not NMN/NR
474,CN-00506920,Retreatment of IFN/ribavirin non-responder hepatitis C patients: benefit of peg-interferon/ribavirin amantadine,2004,N,poster abstract only
475,CN-02500795,A Study of Secukinumab to Evaluate Maintenance of Response in Participants With Non-radiographic Axial Spondyloarthritis Who Achieved Remission,2022,N,in vitro
479,CN-02321406,"Secukinumab in non-radiographic axial spondyloarthritis: subgroup analysis based on key baseline characteristics from a randomized phase III study, PREVENT",2021,N,
480,CN-00789724,Tailored antiviral therapy by modelling the decline of HCV infected hepatocytes allows for accurate diversification of treatment duration in responder patients with significant savings,2009,N,
481,CN-00263974,Prognostic value of the soluble interleukin-2 receptor in chronic hepatitis C treated with interferon-alfa. Multicenter GER-CYT 04 Group,1999,N,protocol only
482,CN-00721227,Liver fibrosis and hepatic stellate cells improvement of chronic hepatitis C patients by interferon-beta-1a with or without sustained viral response,2009,N,
483,CN-02206136,Large Doses of Methylprednisolone Combined With Gabapentin in Total Knee Arthroplasty,2020,N,
484,CN-01968871,Effects of monitoring of nociceptive levels during general anesthesia on postoperative complications,2019,N,
485,CN-01914517,Response to TNF inhibitors in nonradiographic axial spondyloarthritis versus ankylosing spondylitis: is there a gender issue?,2017,N,review article
487,CN-00506268,Retreatment with consensus interferon and ribavirin of HCV patients with non-response or relapse after previous alpha-interferon therapy,2004,N,case report
489,CN-01656504,"Efficacy and safety of etanercept in patients from Latin America, Central Europe and Asia with early non-radiographic axial spondyloarthritis",2018,N,
490,CN-02813659,ACHIEVEMENT OF LOW DISEASE ACTIVITY OVER 52 WEEKS IN PATIENTS WITH ACTIVE AXIAL SPONDYLOARTHRITIS ON BIMEKIZUMAB TREATMENT: RESULTS FROM THE PHASE 3 STUDIES BE MOBILE 1 AND BE MOBILE 2,2024,N,review article
491,CN-02203687,Impact of ixekizumab on work productivity in non-radiographic axial spondyloarthritis patients: results from the coast-x trial at 52 weeks,2020,N,
492,CN-00221178,"A pilot randomized, controlled trial of the effect of iron depletion on long-term response to (alpha)-interferon in patients with chronic hepatitis C virus",1996,N,in vitro
493,CN-01790106,Efficacy and safety outcomes in patients with non-radiographic axial spondyloarthritis treated with certolizumab pegol: results from the first 52-week randomized placebo-controlled study (NCT02552212),2018,N,no placebo
494,CN-02772222,1282P Activity of brigatinib based on genomic alterations detected on ctDNA at baseline and at progression in ALK inhibitor-naïve advanced ALK+ NSCLC from the ALTA-1L trial,2024,N,poster abstract only
495,CN-01981211,"Efficacy and safety of brodalumab, an anti-interleukin-17 receptor a monoclonal antibody, in patients with axial spondyloarthritis: a 16 week results of a phase 3, multicenter, randomized, doubleblind, placebo-controlled study",2019,N,NAM not NMN
496,CN-02822067,Additional Outcomes from the First 52-Week Randomized Placebo-Controlled Study (NCT02552212) in Patients with Non-Radiographic Axial Spondyloarthritis Treated with Certolizumab Pegol,2019,N,no metabolic outcomes
497,CN-00879521,Amantadine in non-responder patients with chronic hepatitis C: a randomized prospective study,2012,N,
498,CN-02875836,POS0864 ACHIEVEMENT OF REMISSION DEFINED BY ABSENCE OF OBJECTIVE SIGNS OF INFLAMMATION VERSUS ASDAS INACTIVE DISEASE IN PATIENTS WITH ACTIVE AXIAL SPONDYLOARTHRITIS TREATED WITH BIMEKIZUMAB: 52-WEEK RESULTS FROM TWO PHASE 3 STUDIES,2025,N,
499,CN-01158609,Observed Incidence of Uveitis Following Certolizumab Pegol Treatment in Patients With Axial Spondyloarthritis,2016,N,
500,CN-02337730,Secukinumab provides sustained improvement in Non-radiographic Axial Spondyloarthritis: 2-year data from the PREVENT study,2021,N,commentary
501,CN-02871997,ACHIEVEMENT OF REMISSION DEFINED BY THE ABSENCE OF OBJECTIVE SIGNS OF INFLAMMATION VERSUS AXIAL SPONDYLOARTHRITIS DISEASE ACTIVITY SCORE- INACTIVE DISEASE IN PATIENTS WITH ACTIVE AXIAL SPONDYLOARTHRITIS TREATEDWITH BIMEKIZUMAB: 52-WEEK RESULTS FROM 2 PHASE 3 STUDIES,2025,N,
502,CN-02460335,"EFFICACY and SAFETY of UPADACITINIB in PATIENTS with ACTIVE NON-RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS: a DOUBLE-BLIND, RANDOMIZED, PLACEBO-CONTROLLED PHASE 3 TRIAL",2022,N,
503,CN-02906984,A Randomised trial of nucleos(t)ide withdrawal vs nucleos(t)ide withdrawal with adjuvant pegylated-interferon in HBeAg-negative hepatitis B virus infection to promote HBsAg clearance (NUC-B),2025,N,commentary
504,CN-02383830,Durable responses with intratumoral electroporation of plasmid interleukin 12 plus pembrolizumab in patients with advanced melanoma progressing on an anti-PD-1 antibody: updated data from KEYNOTE 695,2021,N,in vitro
505,CN-02460331,EFFICACY of SECUKINUMAB in PATIENTS with NON-RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS: ANALYSIS by SYMPTOM DURATION and AGE,2022,N,
506,CN-02303691,Secukinumab 150 mg provides sustained improvement in signs and symptoms of non-radiographic axial spondyloarthritis: 2-year results from the prevent study,2021,N,
507,CN-01294554,Baseline demographic and disease characteristics associated with response to golimumab in patients with active non radiographic axial spondyloarthritis,2016,N,
508,CN-02339852,Predictors of long-term clinical response in patients with non-radiographic axial spondyloarthritis receiving certolizumab pegol,2021,N,animal
509,CN-01162918,Baseline demographic and disease characteristics associated with response to golimumab in patients with active nonradiographic axial spondyloarthritis,2015,N,poster abstract only
